sentence,sentence_CLAUSE,sentence_RC_attached,subj_NUM,subj_GEN,subj_ZIPF,obj_NUM,obj_GEN,obj_ZIPF,embed_NUM,embed_GEN,embed_ZIPF,intervener_NUM,intervener_GEN,verb_ZIPF
the woman sees the actresses who admire the prince.,subjwho,peripheral,sg,f,5.0,pl,f,4.0,sg,m,4.5,False,False,4.5
the woman sees the actresses who admire the actor.,subjwho,peripheral,sg,f,5.0,pl,f,4.0,sg,m,4.5,False,False,4.5
the woman sees the actresses who admire the princesses.,subjwho,peripheral,sg,f,5.0,pl,f,4.0,pl,f,4.5,False,False,4.5
the woman sees the actresses who admire the men.,subjwho,peripheral,sg,f,5.0,pl,f,4.0,pl,m,5.5,False,False,4.5
the woman sees the actresses who admire the princes.,subjwho,peripheral,sg,f,5.0,pl,f,4.0,pl,m,4.5,False,False,4.5
the woman sees the actresses who admire the actors.,subjwho,peripheral,sg,f,5.0,pl,f,4.0,pl,m,4.5,False,False,4.5
the woman sees the actresses who the princess admires.,objwho,peripheral,sg,f,5.0,pl,f,4.0,sg,f,4.5,False,False,4.5
the woman sees the actresses who the man admires.,objwho,peripheral,sg,f,5.0,pl,f,4.0,sg,m,5.5,False,False,4.5
the woman sees the actresses who the prince admires.,objwho,peripheral,sg,f,5.0,pl,f,4.0,sg,m,4.5,False,False,4.5
the woman sees the actresses who the actor admires.,objwho,peripheral,sg,f,5.0,pl,f,4.0,sg,m,4.5,False,False,4.5
the woman sees the actresses who the princesses admire.,objwho,peripheral,sg,f,5.0,pl,f,4.0,pl,f,4.5,False,False,4.5
the woman sees the actresses who the men admire.,objwho,peripheral,sg,f,5.0,pl,f,4.0,pl,m,5.5,False,False,4.5
the woman sees the actresses who the princes admire.,objwho,peripheral,sg,f,5.0,pl,f,4.0,pl,m,4.5,False,False,4.5
the woman sees the actresses who the actors admire.,objwho,peripheral,sg,f,5.0,pl,f,4.0,pl,m,4.5,False,False,4.5
the woman sees the men who admire the princess.,subjwho,peripheral,sg,f,5.0,pl,m,5.5,sg,f,4.5,False,False,4.5
the woman sees the men who admire the actress.,subjwho,peripheral,sg,f,5.0,pl,m,5.5,sg,f,4.0,False,False,4.5
the woman sees the men who admire the prince.,subjwho,peripheral,sg,f,5.0,pl,m,5.5,sg,m,4.5,False,False,4.5
the woman sees the men who admire the actor.,subjwho,peripheral,sg,f,5.0,pl,m,5.5,sg,m,4.5,False,False,4.5
the woman sees the men who admire the princesses.,subjwho,peripheral,sg,f,5.0,pl,m,5.5,pl,f,4.5,False,False,4.5
the woman sees the men who admire the actresses.,subjwho,peripheral,sg,f,5.0,pl,m,5.5,pl,f,4.0,False,False,4.5
the woman sees the men who admire the princes.,subjwho,peripheral,sg,f,5.0,pl,m,5.5,pl,m,4.5,False,False,4.5
the woman sees the men who admire the actors.,subjwho,peripheral,sg,f,5.0,pl,m,5.5,pl,m,4.5,False,False,4.5
the woman sees the men who the princess admires.,objwho,peripheral,sg,f,5.0,pl,m,5.5,sg,f,4.5,False,False,4.5
the woman sees the men who the actress admires.,objwho,peripheral,sg,f,5.0,pl,m,5.5,sg,f,4.0,False,False,4.5
the woman sees the men who the prince admires.,objwho,peripheral,sg,f,5.0,pl,m,5.5,sg,m,4.5,False,False,4.5
the woman sees the men who the actor admires.,objwho,peripheral,sg,f,5.0,pl,m,5.5,sg,m,4.5,False,False,4.5
the woman sees the men who the princesses admire.,objwho,peripheral,sg,f,5.0,pl,m,5.5,pl,f,4.5,False,False,4.5
the woman sees the men who the actresses admire.,objwho,peripheral,sg,f,5.0,pl,m,5.5,pl,f,4.0,False,False,4.5
the woman sees the men who the princes admire.,objwho,peripheral,sg,f,5.0,pl,m,5.5,pl,m,4.5,False,False,4.5
the woman sees the men who the actors admire.,objwho,peripheral,sg,f,5.0,pl,m,5.5,pl,m,4.5,False,False,4.5
the woman sees the princes who admire the princess.,subjwho,peripheral,sg,f,5.0,pl,m,4.5,sg,f,4.5,False,False,4.5
the woman sees the princes who admire the actress.,subjwho,peripheral,sg,f,5.0,pl,m,4.5,sg,f,4.0,False,False,4.5
the woman sees the princes who admire the man.,subjwho,peripheral,sg,f,5.0,pl,m,4.5,sg,m,5.5,False,False,4.5
the woman sees the princes who admire the actor.,subjwho,peripheral,sg,f,5.0,pl,m,4.5,sg,m,4.5,False,False,4.5
the woman sees the princes who admire the princesses.,subjwho,peripheral,sg,f,5.0,pl,m,4.5,pl,f,4.5,False,False,4.5
the woman sees the princes who admire the actresses.,subjwho,peripheral,sg,f,5.0,pl,m,4.5,pl,f,4.0,False,False,4.5
the woman sees the princes who admire the men.,subjwho,peripheral,sg,f,5.0,pl,m,4.5,pl,m,5.5,False,False,4.5
the woman sees the princes who admire the actors.,subjwho,peripheral,sg,f,5.0,pl,m,4.5,pl,m,4.5,False,False,4.5
the woman sees the princes who the princess admires.,objwho,peripheral,sg,f,5.0,pl,m,4.5,sg,f,4.5,False,False,4.5
the woman sees the princes who the actress admires.,objwho,peripheral,sg,f,5.0,pl,m,4.5,sg,f,4.0,False,False,4.5
the woman sees the princes who the man admires.,objwho,peripheral,sg,f,5.0,pl,m,4.5,sg,m,5.5,False,False,4.5
the woman sees the princes who the actor admires.,objwho,peripheral,sg,f,5.0,pl,m,4.5,sg,m,4.5,False,False,4.5
the woman sees the princes who the princesses admire.,objwho,peripheral,sg,f,5.0,pl,m,4.5,pl,f,4.5,False,False,4.5
the woman sees the princes who the actresses admire.,objwho,peripheral,sg,f,5.0,pl,m,4.5,pl,f,4.0,False,False,4.5
the woman sees the princes who the men admire.,objwho,peripheral,sg,f,5.0,pl,m,4.5,pl,m,5.5,False,False,4.5
the woman sees the princes who the actors admire.,objwho,peripheral,sg,f,5.0,pl,m,4.5,pl,m,4.5,False,False,4.5
the woman sees the actors who admire the princess.,subjwho,peripheral,sg,f,5.0,pl,m,4.5,sg,f,4.5,False,False,4.5
the woman sees the actors who admire the actress.,subjwho,peripheral,sg,f,5.0,pl,m,4.5,sg,f,4.0,False,False,4.5
the woman sees the actors who admire the man.,subjwho,peripheral,sg,f,5.0,pl,m,4.5,sg,m,5.5,False,False,4.5
the woman sees the actors who admire the prince.,subjwho,peripheral,sg,f,5.0,pl,m,4.5,sg,m,4.5,False,False,4.5
the woman sees the actors who admire the princesses.,subjwho,peripheral,sg,f,5.0,pl,m,4.5,pl,f,4.5,False,False,4.5
the woman sees the actors who admire the actresses.,subjwho,peripheral,sg,f,5.0,pl,m,4.5,pl,f,4.0,False,False,4.5
the woman sees the actors who admire the men.,subjwho,peripheral,sg,f,5.0,pl,m,4.5,pl,m,5.5,False,False,4.5
the woman sees the actors who admire the princes.,subjwho,peripheral,sg,f,5.0,pl,m,4.5,pl,m,4.5,False,False,4.5
the woman sees the actors who the princess admires.,objwho,peripheral,sg,f,5.0,pl,m,4.5,sg,f,4.5,False,False,4.5
the woman sees the actors who the actress admires.,objwho,peripheral,sg,f,5.0,pl,m,4.5,sg,f,4.0,False,False,4.5
the woman sees the actors who the man admires.,objwho,peripheral,sg,f,5.0,pl,m,4.5,sg,m,5.5,False,False,4.5
the woman sees the actors who the prince admires.,objwho,peripheral,sg,f,5.0,pl,m,4.5,sg,m,4.5,False,False,4.5
the woman sees the actors who the princesses admire.,objwho,peripheral,sg,f,5.0,pl,m,4.5,pl,f,4.5,False,False,4.5
the woman sees the actors who the actresses admire.,objwho,peripheral,sg,f,5.0,pl,m,4.5,pl,f,4.0,False,False,4.5
the woman sees the actors who the men admire.,objwho,peripheral,sg,f,5.0,pl,m,4.5,pl,m,5.5,False,False,4.5
the woman sees the actors who the princes admire.,objwho,peripheral,sg,f,5.0,pl,m,4.5,pl,m,4.5,False,False,4.5
the woman admires the princess who sees the actress.,subjwho,peripheral,sg,f,5.0,sg,f,4.5,sg,f,4.0,False,False,2.5
the woman admires the princess who sees the man.,subjwho,peripheral,sg,f,5.0,sg,f,4.5,sg,m,5.5,False,False,2.5
the woman admires the princess who sees the prince.,subjwho,peripheral,sg,f,5.0,sg,f,4.5,sg,m,4.5,False,False,2.5
the woman admires the princess who sees the actor.,subjwho,peripheral,sg,f,5.0,sg,f,4.5,sg,m,4.5,False,False,2.5
the woman admires the princess who sees the actresses.,subjwho,peripheral,sg,f,5.0,sg,f,4.5,pl,f,4.0,False,False,2.5
the woman admires the princess who sees the men.,subjwho,peripheral,sg,f,5.0,sg,f,4.5,pl,m,5.5,False,False,2.5
the woman admires the princess who sees the princes.,subjwho,peripheral,sg,f,5.0,sg,f,4.5,pl,m,4.5,False,False,2.5
the woman admires the princess who sees the actors.,subjwho,peripheral,sg,f,5.0,sg,f,4.5,pl,m,4.5,False,False,2.5
the woman admires the princess who the actress sees.,objwho,peripheral,sg,f,5.0,sg,f,4.5,sg,f,4.0,False,False,2.5
the woman admires the princess who the man sees.,objwho,peripheral,sg,f,5.0,sg,f,4.5,sg,m,5.5,False,False,2.5
the woman admires the princess who the prince sees.,objwho,peripheral,sg,f,5.0,sg,f,4.5,sg,m,4.5,False,False,2.5
the woman admires the princess who the actor sees.,objwho,peripheral,sg,f,5.0,sg,f,4.5,sg,m,4.5,False,False,2.5
the woman admires the princess who the actresses see.,objwho,peripheral,sg,f,5.0,sg,f,4.5,pl,f,4.0,False,False,2.5
the woman admires the princess who the men see.,objwho,peripheral,sg,f,5.0,sg,f,4.5,pl,m,5.5,False,False,2.5
the woman admires the princess who the princes see.,objwho,peripheral,sg,f,5.0,sg,f,4.5,pl,m,4.5,False,False,2.5
the woman admires the princess who the actors see.,objwho,peripheral,sg,f,5.0,sg,f,4.5,pl,m,4.5,False,False,2.5
the woman admires the actress who sees the princess.,subjwho,peripheral,sg,f,5.0,sg,f,4.0,sg,f,4.5,False,False,2.5
the woman admires the actress who sees the man.,subjwho,peripheral,sg,f,5.0,sg,f,4.0,sg,m,5.5,False,False,2.5
the woman admires the actress who sees the prince.,subjwho,peripheral,sg,f,5.0,sg,f,4.0,sg,m,4.5,False,False,2.5
the woman admires the actress who sees the actor.,subjwho,peripheral,sg,f,5.0,sg,f,4.0,sg,m,4.5,False,False,2.5
the woman admires the actress who sees the princesses.,subjwho,peripheral,sg,f,5.0,sg,f,4.0,pl,f,4.5,False,False,2.5
the woman admires the actress who sees the men.,subjwho,peripheral,sg,f,5.0,sg,f,4.0,pl,m,5.5,False,False,2.5
the woman admires the actress who sees the princes.,subjwho,peripheral,sg,f,5.0,sg,f,4.0,pl,m,4.5,False,False,2.5
the woman admires the actress who sees the actors.,subjwho,peripheral,sg,f,5.0,sg,f,4.0,pl,m,4.5,False,False,2.5
the woman admires the actress who the princess sees.,objwho,peripheral,sg,f,5.0,sg,f,4.0,sg,f,4.5,False,False,2.5
the woman admires the actress who the man sees.,objwho,peripheral,sg,f,5.0,sg,f,4.0,sg,m,5.5,False,False,2.5
the woman admires the actress who the prince sees.,objwho,peripheral,sg,f,5.0,sg,f,4.0,sg,m,4.5,False,False,2.5
the woman admires the actress who the actor sees.,objwho,peripheral,sg,f,5.0,sg,f,4.0,sg,m,4.5,False,False,2.5
the woman admires the actress who the princesses see.,objwho,peripheral,sg,f,5.0,sg,f,4.0,pl,f,4.5,False,False,2.5
the woman admires the actress who the men see.,objwho,peripheral,sg,f,5.0,sg,f,4.0,pl,m,5.5,False,False,2.5
the woman admires the actress who the princes see.,objwho,peripheral,sg,f,5.0,sg,f,4.0,pl,m,4.5,False,False,2.5
the woman admires the actress who the actors see.,objwho,peripheral,sg,f,5.0,sg,f,4.0,pl,m,4.5,False,False,2.5
the woman admires the man who sees the princess.,subjwho,peripheral,sg,f,5.0,sg,m,5.5,sg,f,4.5,False,False,2.5
the woman admires the man who sees the actress.,subjwho,peripheral,sg,f,5.0,sg,m,5.5,sg,f,4.0,False,False,2.5
the woman admires the man who sees the prince.,subjwho,peripheral,sg,f,5.0,sg,m,5.5,sg,m,4.5,False,False,2.5
the woman admires the man who sees the actor.,subjwho,peripheral,sg,f,5.0,sg,m,5.5,sg,m,4.5,False,False,2.5
the woman admires the man who sees the princesses.,subjwho,peripheral,sg,f,5.0,sg,m,5.5,pl,f,4.5,False,False,2.5
the woman admires the man who sees the actresses.,subjwho,peripheral,sg,f,5.0,sg,m,5.5,pl,f,4.0,False,False,2.5
the woman admires the man who sees the princes.,subjwho,peripheral,sg,f,5.0,sg,m,5.5,pl,m,4.5,False,False,2.5
the woman admires the man who sees the actors.,subjwho,peripheral,sg,f,5.0,sg,m,5.5,pl,m,4.5,False,False,2.5
the woman admires the man who the princess sees.,objwho,peripheral,sg,f,5.0,sg,m,5.5,sg,f,4.5,False,False,2.5
the woman admires the man who the actress sees.,objwho,peripheral,sg,f,5.0,sg,m,5.5,sg,f,4.0,False,False,2.5
the woman admires the man who the prince sees.,objwho,peripheral,sg,f,5.0,sg,m,5.5,sg,m,4.5,False,False,2.5
the woman admires the man who the actor sees.,objwho,peripheral,sg,f,5.0,sg,m,5.5,sg,m,4.5,False,False,2.5
the woman admires the man who the princesses see.,objwho,peripheral,sg,f,5.0,sg,m,5.5,pl,f,4.5,False,False,2.5
the woman admires the man who the actresses see.,objwho,peripheral,sg,f,5.0,sg,m,5.5,pl,f,4.0,False,False,2.5
the woman admires the man who the princes see.,objwho,peripheral,sg,f,5.0,sg,m,5.5,pl,m,4.5,False,False,2.5
the woman admires the man who the actors see.,objwho,peripheral,sg,f,5.0,sg,m,5.5,pl,m,4.5,False,False,2.5
the woman admires the prince who sees the princess.,subjwho,peripheral,sg,f,5.0,sg,m,4.5,sg,f,4.5,False,False,2.5
the woman admires the prince who sees the actress.,subjwho,peripheral,sg,f,5.0,sg,m,4.5,sg,f,4.0,False,False,2.5
the woman admires the prince who sees the man.,subjwho,peripheral,sg,f,5.0,sg,m,4.5,sg,m,5.5,False,False,2.5
the woman admires the prince who sees the actor.,subjwho,peripheral,sg,f,5.0,sg,m,4.5,sg,m,4.5,False,False,2.5
the woman admires the prince who sees the princesses.,subjwho,peripheral,sg,f,5.0,sg,m,4.5,pl,f,4.5,False,False,2.5
the woman admires the prince who sees the actresses.,subjwho,peripheral,sg,f,5.0,sg,m,4.5,pl,f,4.0,False,False,2.5
the woman admires the prince who sees the men.,subjwho,peripheral,sg,f,5.0,sg,m,4.5,pl,m,5.5,False,False,2.5
the woman admires the prince who sees the actors.,subjwho,peripheral,sg,f,5.0,sg,m,4.5,pl,m,4.5,False,False,2.5
the woman admires the prince who the princess sees.,objwho,peripheral,sg,f,5.0,sg,m,4.5,sg,f,4.5,False,False,2.5
the woman admires the prince who the actress sees.,objwho,peripheral,sg,f,5.0,sg,m,4.5,sg,f,4.0,False,False,2.5
the woman admires the prince who the man sees.,objwho,peripheral,sg,f,5.0,sg,m,4.5,sg,m,5.5,False,False,2.5
the woman admires the prince who the actor sees.,objwho,peripheral,sg,f,5.0,sg,m,4.5,sg,m,4.5,False,False,2.5
the woman admires the prince who the princesses see.,objwho,peripheral,sg,f,5.0,sg,m,4.5,pl,f,4.5,False,False,2.5
the woman admires the prince who the actresses see.,objwho,peripheral,sg,f,5.0,sg,m,4.5,pl,f,4.0,False,False,2.5
the woman admires the prince who the men see.,objwho,peripheral,sg,f,5.0,sg,m,4.5,pl,m,5.5,False,False,2.5
the woman admires the prince who the actors see.,objwho,peripheral,sg,f,5.0,sg,m,4.5,pl,m,4.5,False,False,2.5
the woman admires the actor who sees the princess.,subjwho,peripheral,sg,f,5.0,sg,m,4.5,sg,f,4.5,False,False,2.5
the woman admires the actor who sees the actress.,subjwho,peripheral,sg,f,5.0,sg,m,4.5,sg,f,4.0,False,False,2.5
the woman admires the actor who sees the man.,subjwho,peripheral,sg,f,5.0,sg,m,4.5,sg,m,5.5,False,False,2.5
